año,Mes,Estamento,cargo_funcion,grado_jornada,calif_form,region,as_espec,r_bruta_mens,r_liquida_mens,r_adic,r_bonos_inc,der_hr_ext,mont_hr_ext_diur,mont_hr_ext_noct,mont_hr_ext_fest,fecha_in,fecha_ter,viaticos,observaciones,id
2013,Junio,Administrativo,ADM. PERMISOS DE CIRCULACION,12,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-1,$653.697,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,112
2013,Junio,Administrativo,SECRETARIA DITEC,12,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-2,$688.531,-,-,-,Sí,"14.675,00 : 5,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,115
2013,Junio,Administrativo,ADMINISTRATIVO DPTO. REGISTRO Y FISCALIZACION,17,4TO. MEDIO,Región Metropolitana de Santiago,-2,$381.906,-,-,-,Sí,"18.698,00 : 12,00 hrs","9.349,00 : 5,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,118
2013,Junio,Profesional,PROFESIONAL JUZGADO POLICIA LOCAL,6,ABOGADO,Región Metropolitana de Santiago,-2,$1.920.881,-,-,-,Sí,"96.551,00 : 10,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,120
2013,Junio,Técnico,TECNICO DPTO. PROGRAMAS SOCIALES,10,TECNICO DE NIVEL SUPERIOR DE FUTBOL,Región Metropolitana de Santiago,-1,$839.870,-,-,-,Sí,"169.468,00 : 40,00 hrs","355.883,00 : 70,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,123
2013,Junio,Profesional,PROFESIONAL DPTO. FISCALIZACION DOM,7,INGENIERO EN PREVENCION DE RIESGOS,Región Metropolitana de Santiago,-1,$1.508.938,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,133
2013,Junio,Profesional,JEFE DE ADQUISICIONES,8,INGENIERO COMERCIAL,Región Metropolitana de Santiago,-2,$1.243.151,-,-,-,Sí,"224.877,00 : 36,00 hrs","254.860,00 : 34,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,152
2013,Junio,Profesional,JEFE DPTO. DE DEPORTES,10,PROFESORA DE EDUCACION FISICA,Región Metropolitana de Santiago,-2,$845.674,-,-,-,Sí,"55.077,00 : 13,00 hrs","35.588,00 : 7,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,153
2013,Junio,Profesional,PROFESIONAL DIRECCION DE PROYECTOS,9,CONSTRUCTOR CIVIL,Región Metropolitana de Santiago,-1,$1.048.387,-,-,-,Sí,"20.538,00 : 4,00 hrs","215.648,00 : 35,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,162
2013,Junio,Profesional,PROFESIONAL JURIDICO,10,PERIODISTA,Región Metropolitana de Santiago,-2,$845.674,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,171
2013,Junio,Profesional,PROFESIONAL JURIDICO,8,ABOGADO,Región Metropolitana de Santiago,-1,$1.222.729,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,183
2013,Junio,Profesional,PROFESIONAL DPTO.PERSONAL -DAF,9,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-1,$1.004.650,-,-,-,Sí,"164.304,00 : 32,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,187
2013,Junio,Administrativo,SIN COMETIDO,17,CUARTO MEDIO,Región Metropolitana de Santiago,-1,$378.522,-,-,-,Sí,"49.862,00 : 32,00 hrs",No tiene,No tiene,01-05-2013,30-07-2013,No informa,Sin observaciones,189
2013,Junio,Administrativo,ADMINISTRATIVO DPTO. ADMINISTRACION,12,4TO. MEDIO,Región Metropolitana de Santiago,-2,$678.578,-,-,-,Sí,"61.637,00 : 21,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,195
2013,Junio,Técnico,TECINICO DIRECCION TRANSITO,11,ADMINISTRACION DE EMPRESAS PERSONAL,Región Metropolitana de Santiago,-1,$742.318,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,197
2013,Junio,Técnico,TECNICO PERMISOS DE CIRCULACION,10,ESTUDIOS UNIVERSITARIOS INCOMPLETOS,Región Metropolitana de Santiago,-1,$863.086,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,205
2013,Junio,Profesional,PROFESIONAL DIRECCION DE ADMINISTRACION Y FINANZAS,9,ADMINSTRADOR PUBLICO,Región Metropolitana de Santiago,-1,$1.004.650,-,-,-,Sí,"102.690,00 : 20,00 hrs","154.035,00 : 25,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,212
2013,Junio,Administrativo,ADMINISTRATIVO EN DIDECO,14,TECNICO DE HOTELERIA Y TURISMO,Región Metropolitana de Santiago,-2,$497.721,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,216
2013,Junio,Administrativo,ADMINISTRATIVO DIRECCION SECRETARIA MUNICIPAL,14,EGRESADA DE TRABAJO SOCIAL,Región Metropolitana de Santiago,-2,$497.721,-,-,-,No,No tiene,No tiene,No tiene,01-02-2013,31-12-2013,No informa,Sin observaciones,224
2013,Junio,Técnico,JEFE DE GABINETE,10,INGENIERO COMERCIAL,Región Metropolitana de Santiago,-2,$868.890,-,-,-,Sí,"169.468,00 : 40,00 hrs","437.227,00 : 86,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,235
2013,Junio,Auxiliar,AUXILIAR DAF,17,8º AÑO BASICO,Región Metropolitana de Santiago,-2,$364.237,-,-,-,Sí,"6.233,00 : 4,00 hrs","35.527,00 : 19,00 hrs",No tiene,01-03-2013,31-12-2013,No informa,Sin observaciones,240
2013,Junio,Profesional,PROFESIONAL DIRECCION DITEC,9,ING. EN COMPUTACION E INFORMATICA,Región Metropolitana de Santiago,-1,$1.004.650,-,-,-,Sí,"205.379,00 : 40,00 hrs","301.908,00 : 49,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,243
2013,Junio,Profesional,PROFESIONAL DIRECCION DE ADMINISTRACION Y FINANZAS,9,ADMINISTRADOR PUBLICO,Región Metropolitana de Santiago,-2,$1.004.650,-,-,-,Sí,"184.842,00 : 36,00 hrs","345.038,00 : 56,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,246
2013,Junio,Profesional,JEFE DPTO. DE MEDIO AMBIENTE,7,MEDICO VETERINARIO,Región Metropolitana de Santiago,-2,$1.501.370,-,-,-,Sí,"77.090,00 : 10,00 hrs","351.532,00 : 38,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,260
2013,Junio,Administrativo,ADMINISTRATIVO DAF,17,CONTADOR GENERAL,Región Metropolitana de Santiago,-1,$378.522,-,-,-,Sí,"1.558,00 : 1,00 hrs",No tiene,No tiene,01-03-2013,31-12-2013,No informa,Sin observaciones,265
2013,Junio,Profesional,PROFESIONAL DIRECCION JURIDICA,8,ABOGADO,Región Metropolitana de Santiago,-2,$1.222.729,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,282
2013,Junio,Administrativo,ADMINISTRATIVO JUZGADO DE POLICIA LOCAL,17,4TO. MEDIO,Región Metropolitana de Santiago,-2,$385.290,-,-,-,Sí,"17.140,00 : 11,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,302
2013,Junio,Profesional,PROFESIONAL DAO,9,INGENIERO EJECUCCION DE MINAS,Región Metropolitana de Santiago,-1,$1.042.139,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,309
2013,Junio,Administrativo,PROFESIONAL DAO,12,4TO. MEDIO,Región Metropolitana de Santiago,-1,$663.650,-,-,-,Sí,"23.481,00 : 8,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,311
2013,Junio,Técnico,TECNICO ADMINISTRACION MUNICIPAL,10,COMUNICADOR SOCIAL,Región Metropolitana de Santiago,-2,$845.674,-,-,-,Sí,"63.550,00 : 15,00 hrs","106.765,00 : 21,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,317
2013,Junio,Técnico,TECNICO DIRECCION DE TRANSITO,10,TECNICO ASISTENTE JUDICIAL,Región Metropolitana de Santiago,-1,$834.066,-,-,-,Sí,"12.710,00 : 3,00 hrs","81.345,00 : 16,00 hrs",No tiene,01-02-2013,31-12-2013,No informa,Sin observaciones,321
2013,Junio,Técnico,TECNICO DITEC,11,ANALISTA DE SISTEMA,Región Metropolitana de Santiago,-2,$731.570,-,-,-,Sí,"56.422,00 : 16,00 hrs","131.182,00 : 31,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,350
2013,Junio,Administrativo,SECRETARIA ALCALDE,12,4TO. MEDIO,Región Metropolitana de Santiago,-2,$673.602,-,-,-,Sí,"117.403,00 : 40,00 hrs","271.201,00 : 77,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,355
2013,Junio,Profesional,PROFESIONAL DIRECCION DESARROLLO COMUNITARIO,11,GESTOR EN EDUC. SOCIAL MENCION DES SOCIO CULTURAL,Región Metropolitana de Santiago,-1,$699.327,-,-,-,Sí,"112.845,00 : 32,00 hrs","177.730,00 : 42,00 hrs",No tiene,01-03-2013,31-12-2013,No informa,Sin observaciones,369
2013,Junio,Administrativo,ADMINISTRATIVO LICENCIAS DE CONDUCIR TRANSITO,12,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-2,$688.531,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,374
2013,Junio,Profesional,JEFE DPTO. LABORAL DIDECO,7,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-2,$1.554.351,-,-,-,Sí,"269.816,00 : 35,00 hrs","425.539,00 : 46,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,378
2013,Junio,Técnico,JEFE DE REMUNERACIONES,12,CONTADOR,Región Metropolitana de Santiago,-1,$653.697,-,-,-,Sí,"76.312,00 : 26,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,401
2013,Agosto,Administrativo,ADMINISTRATIVO TRANSITO,12,4TO. MEDIO,Región Metropolitana de Santiago,-1,$653.697,-,-,-,Sí,"8.805,00 : 3,00 hrs","105.663,00 : 30,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,0
2013,Agosto,Auxiliar,AUXILIAR ASEO DAO,15,8TO. BASICO,Región Metropolitana de Santiago,-2,$443.283,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,5
2013,Agosto,Administrativo,ADMINISTRATIVO ORG. COMUNITARIAS DIDECO,16,AGENTE COMERCIAL,Región Metropolitana de Santiago,-2,$428.186,-,-,-,Sí,"71.079,00 : 40,00 hrs","98.089,00 : 46,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,9
2013,Agosto,Técnico,TECNICO VETERINARIO MEDIO AMBIENTE DIDECO,10,MEDICO VETERINARIO,Región Metropolitana de Santiago,-2,$834.066,-,-,-,Sí,No tiene,"15.252,00 : 3,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,14
2013,Agosto,Auxiliar,ADMINISTRATIVO,16,CUARTO MEDIO,Región Metropolitana de Santiago,-1,$421.795,-,-,-,Sí,"10.662,00 : 6,00 hrs","85.295,00 : 40,00 hrs",No tiene,01-05-2013,31-12-2013,No informa,Sin observaciones,18
2013,Agosto,Administrativo,ADMINISTRATIVO,17,CUARTO MEDIO,Región Metropolitana de Santiago,-1,$378.522,-,-,-,Sí,"14.024,00 : 9,00 hrs",No tiene,No tiene,05-05-2013,31-12-2013,No informa,Sin observaciones,29
2013,Agosto,Administrativo,INSPECTOR MUNICIPAL,14,in_rol,Región Metropolitana de Santiago,-2,$497.721,-,-,-,Sí,"85.320,00 : 40,00 hrs","10.238,00 : 4,00 hrs",No tiene,29-07-2013,31-10-2013,No informa,Sin observaciones,45
2013,Agosto,Técnico,JEFE DPTO. ADMINISTRACION DAF,10,CONTADOR,Región Metropolitana de Santiago,-2,$839.870,-,-,-,Sí,"135.574,00 : 32,00 hrs","142.353,00 : 28,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,49
2013,Agosto,Administrativo,CAJERA TESORERIA MUNICIPAL,17,4TO MEDIO COMERCIAL,Región Metropolitana de Santiago,-2,$378.522,-,-,-,Sí,"24.931,00 : 16,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,50
2013,Agosto,Administrativo,ADM.-COTIZADOR ADQUISICIONES DAF,13,4TO. MEDIO,Región Metropolitana de Santiago,-2,$587.759,-,-,-,Sí,"37.225,00 : 15,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,54
2013,Agosto,Técnico,TECNICO DOM,10,MAS DE 4 SEMESTRES UNIVERSITARIOS,Región Metropolitana de Santiago,-2,$857.282,-,-,-,Sí,"72.024,00 : 17,00 hrs","40.672,00 : 8,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,56
2013,Agosto,Administrativo,ADMINISTRATIVO LICENCIAS DE CONDUCIR TRANSITO,13,4TO. MEDIO,Región Metropolitana de Santiago,-2,$564.721,-,-,-,Sí,"39.706,00 : 16,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,65
2013,Agosto,Profesional,PROFESIONAL DIRECCION DE PROYECTOS,6,INGENIERO DE EJECUCCION ELECTRICO,Región Metropolitana de Santiago,-2,$1.945.462,-,-,-,Sí,"193.102,00 : 20,00 hrs","115.861,00 : 10,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,101
2013,Agosto,Auxiliar,AUXILIAR DIRECCION JURIDICA,17,TECNICO NIVEL MEDIO EN ADMINISTRACION,Región Metropolitana de Santiago,-2,$375.984,-,-,-,No,No tiene,No tiene,No tiene,01-02-2013,31-12-2013,No informa,Sin observaciones,103
2013,Agosto,Administrativo,ADM. PERMISOS DE CIRCULACION,12,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-2,$653.697,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,109
2013,Agosto,Administrativo,SECRETARIA DITEC,12,4TO. MEDIO,Región Metropolitana de Santiago,-2,$688.531,-,-,-,Sí,"38.156,00 : 13,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,112
2013,Agosto,Profesional,PROFESIONAL JUZGADO POLICIA LOCAL,6,ABOGADO,Región Metropolitana de Santiago,-2,$1.920.881,-,-,-,Sí,"96.551,00 : 10,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,115
2013,Agosto,Técnico,TECNICO DPTO. PROGRAMAS SOCIALES,10,TECNICO DE NIVEL SUPERIOR DE FUTBOL,Región Metropolitana de Santiago,-2,$419.936,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,118
2013,Agosto,Profesional,PROFESIONAL DPTO. FISCALIZACION DOM,7,INGENIERO EN PREVENCION DE RIESGOS,Región Metropolitana de Santiago,-2,$1.508.938,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,120
2013,Agosto,Profesional,JEFE DE ADQUISICIONES,8,INGENIERO COMERCIAL,Región Metropolitana de Santiago,-2,$1.243.151,-,-,-,Sí,"243.616,00 : 39,00 hrs","89.951,00 : 12,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,123
2013,Agosto,Profesional,JEFE DPTO. DE DEPORTES,10,PROFESORA DE EDUCACION FISICA,Región Metropolitana de Santiago,-1,$845.674,-,-,-,Sí,"97.444,00 : 23,00 hrs","76.261,00 : 15,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,133
2013,Agosto,Profesional,PROFESIONAL DIRECCION DE PROYECTOS,9,CONSTRUCTOR CIVIL,Región Metropolitana de Santiago,-1,$1.048.387,-,-,-,Sí,"10.269,00 : 2,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,152
2013,Agosto,Profesional,PROFESIONAL JURIDICO,10,PERIODISTA,Región Metropolitana de Santiago,-2,$845.674,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,153
2013,Agosto,Profesional,PROFESIONAL JURIDICO,8,ABOGADO,Región Metropolitana de Santiago,-2,$1.222.729,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,162
2013,Agosto,Profesional,PROFESIONAL DPTO.PERSONAL -DAF,9,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-1,$1.004.650,-,-,-,Sí,"82.152,00 : 16,00 hrs","36.968,00 : 6,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,171
2013,Agosto,Administrativo,ADMINISTRATIVO,17,CUARTO MEDIO,Región Metropolitana de Santiago,-2,$378.522,-,-,-,Sí,"45.188,00 : 29,00 hrs","11.219,00 : 6,00 hrs",No tiene,01-05-2013,31-12-2013,No informa,Sin observaciones,183
2013,Agosto,Administrativo,ADMINISTRATIVO DPTO. ADMINISTRACION,12,4TO. MEDIO,Región Metropolitana de Santiago,-1,$678.578,-,-,-,Sí,"67.507,00 : 23,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,187
2013,Agosto,Técnico,TECINICO DIRECCION TRANSITO,11,ADMINISTRACION DE EMPRESAS PERSONAL,Región Metropolitana de Santiago,-1,$742.318,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,189
2013,Agosto,Técnico,TECNICO PERMISOS DE CIRCULACION,10,ESTUDIOS UNIVERSITARIOS INCOMPLETOS,Región Metropolitana de Santiago,-1,$632.930,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,195
2013,Agosto,Profesional,PROFESIONAL DIRECCION DE ADMINISTRACION Y FINANZAS,9,ADMINSTRADOR PUBLICO,Región Metropolitana de Santiago,-2,$1.004.650,-,-,-,Sí,"148.900,00 : 29,00 hrs","24.646,00 : 4,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,197
2013,Agosto,Administrativo,ADMINISTRATIVO EN DIDECO,14,TECNICO DE HOTELERIA Y TURISMO,Región Metropolitana de Santiago,-1,$497.721,-,-,-,Sí,"57.591,00 : 27,00 hrs","168.934,00 : 66,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,205
2013,Agosto,Administrativo,ADMINISTRATIVO DIRECCION SECRETARIA MUNICIPAL,14,EGRESADA DE TRABAJO SOCIAL,Región Metropolitana de Santiago,-1,$497.721,-,-,-,No,No tiene,No tiene,No tiene,01-02-2013,31-12-2013,No informa,Sin observaciones,212
2013,Agosto,Técnico,JEFE DE GABINETE,10,MAS DE 4 SEMESTRES UNIVERSITARIOS,Región Metropolitana de Santiago,-2,$868.890,-,-,-,Sí,"169.468,00 : 40,00 hrs","401.639,00 : 79,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,216
2013,Agosto,Auxiliar,AUXILIAR DAF,17,8º AÑO BASICO,Región Metropolitana de Santiago,-2,$364.237,-,-,-,No,No tiene,No tiene,No tiene,01-03-2013,31-12-2013,No informa,Sin observaciones,224
2013,Agosto,Profesional,PROFESIONAL DIRECCION DITEC,9,ING. EN COMPUTACION E INFORMATICA,Región Metropolitana de Santiago,-2,$1.004.650,-,-,-,Sí,"205.379,00 : 40,00 hrs","332.715,00 : 54,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,235
2013,Agosto,Profesional,PROFESIONAL DIRECCION DE ADMINISTRACION Y FINANZAS,9,ADMINISTRADOR PUBLICO,Región Metropolitana de Santiago,-2,$1.004.650,-,-,-,Sí,"205.379,00 : 40,00 hrs","86.259,00 : 14,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,240
2013,Agosto,Profesional,JEFE DPTO. DE MEDIO AMBIENTE,7,MEDICO VETERINARIO,Región Metropolitana de Santiago,-1,$1.501.370,-,-,-,No,No tiene,"148.013,00 : 16,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,243
2013,Agosto,Administrativo,ADMINISTRATIVO DAF,17,CONTADOR GENERAL,Región Metropolitana de Santiago,-2,$378.522,-,-,-,Sí,"3.116,00 : 2,00 hrs",No tiene,No tiene,01-03-2013,31-12-2013,No informa,Sin observaciones,246
2013,Agosto,Administrativo,ADMINISTRATIVO DIRECCION JURIDICA,17,TECNICO ADMINISTRACION DE EMPRESAS,Región Metropolitana de Santiago,-2,$0,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,260
2013,Agosto,Profesional,PROFESIONAL DIRECCION JURIDICA,8,ABOGADO,Región Metropolitana de Santiago,-1,$1.222.729,-,-,-,Sí,"12.493,00 : 2,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,265
2013,Agosto,Administrativo,ADMINISTRATIVO JUZGADO DE POLICIA LOCAL,17,4TO. MEDIO,Región Metropolitana de Santiago,-2,$388.674,-,-,-,Sí,"12.466,00 : 8,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,282
2013,Agosto,Profesional,PROFESIONAL DAO,9,INGENIERO EJECUCCION DE MINAS,Región Metropolitana de Santiago,-2,$1.042.139,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,302
2013,Agosto,Administrativo,PROFESIONAL DAO,12,4TO. MEDIO,Región Metropolitana de Santiago,-1,$663.650,-,-,-,Sí,"5.870,00 : 2,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,309
2013,Agosto,Técnico,TECNICO ADMINISTRACION MUNICIPAL,10,COMUNICADOR SOCIAL,Región Metropolitana de Santiago,-1,$845.674,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,311
2013,Agosto,Técnico,TECNICO DIRECCION DE TRANSITO,10,TECNICO ASISTENTE JUDICIAL,Región Metropolitana de Santiago,-2,$834.066,-,-,-,Sí,"101.681,00 : 24,00 hrs","177.941,00 : 35,00 hrs",No tiene,01-02-2013,31-12-2013,No informa,Sin observaciones,317
2013,Agosto,Técnico,TECNICO DITEC,11,ANALISTA DE SISTEMA,Región Metropolitana de Santiago,-2,$731.570,-,-,-,Sí,"35.264,00 : 10,00 hrs","139.645,00 : 33,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,321
2013,Agosto,Administrativo,SECRETARIA ALCALDE,12,4TO. MEDIO,Región Metropolitana de Santiago,-2,$673.602,-,-,-,Sí,"117.403,00 : 40,00 hrs","253.591,00 : 72,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,350
2013,Agosto,Profesional,PROFESIONAL DIRECCION DESARROLLO COMUNITARIO,11,GESTOR EN EDUC. SOCIAL MENCION DES SOCIO CULTURAL,Región Metropolitana de Santiago,-1,$349.665,-,-,-,No,No tiene,No tiene,No tiene,01-03-2013,31-12-2013,No informa,Sin observaciones,355
2013,Agosto,Administrativo,INSPECTOR MUNICIPAL,14,in_rol,Región Metropolitana de Santiago,-1,$497.721,-,-,-,Sí,"85.320,00 : 40,00 hrs","10.238,00 : 4,00 hrs",No tiene,03-07-2013,30-09-2013,No informa,Sin observaciones,369
2013,Agosto,Administrativo,ADMINISTRATIVO LICENCIAS DE CONDUCIR TRANSITO,12,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-2,$693.507,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,374
2013,Agosto,Profesional,JEFE DPTO. LABORAL DIDECO,7,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-2,$1.554.351,-,-,-,Sí,"115.635,00 : 15,00 hrs","138.763,00 : 15,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,378
2013,Agosto,Técnico,JEFE DE REMUNERACIONES,12,CONTADOR,Región Metropolitana de Santiago,-1,$653.697,-,-,-,Sí,"79.247,00 : 27,00 hrs","14.088,00 : 4,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,401
2013,Septiembre,Administrativo,ADMINISTRATIVO TRANSITO,12,4TO. MEDIO,Región Metropolitana de Santiago,-1,$653.697,-,-,-,Sí,"29.351,00 : 10,00 hrs","24.655,00 : 7,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,0
2013,Septiembre,Auxiliar,AUXILIAR ASEO DAO,15,8TO. BASICO,Región Metropolitana de Santiago,-2,$443.283,-,-,-,No,No tiene,No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,5
2013,Septiembre,Administrativo,ADMINISTRATIVO ORG. COMUNITARIAS DIDECO,16,AGENTE COMERCIAL,Región Metropolitana de Santiago,-1,$428.186,-,-,-,Sí,"65.748,00 : 37,00 hrs","55.442,00 : 26,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,9
2013,Septiembre,Técnico,TECNICO VETERINARIO MEDIO AMBIENTE DIDECO,10,MEDICO VETERINARIO,Región Metropolitana de Santiago,-2,$834.066,-,-,-,Sí,No tiene,"66.092,00 : 13,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,14
2013,Septiembre,Auxiliar,ADMINISTRATIVO,16,CUARTO MEDIO,Región Metropolitana de Santiago,-1,$421.795,-,-,-,Sí,"1.777,00 : 1,00 hrs","10.662,00 : 5,00 hrs",No tiene,01-05-2013,31-12-2013,No informa,Sin observaciones,18
2013,Septiembre,Administrativo,ADMINISTRATIVO,17,CUARTO MEDIO,Región Metropolitana de Santiago,-1,$378.522,-,-,-,Sí,"31.164,00 : 20,00 hrs",No tiene,No tiene,05-05-2013,31-12-2013,No informa,Sin observaciones,29
2013,Septiembre,Auxiliar,ADMINISTRATIVO,16,3º MEDIO,Región Metropolitana de Santiago,-2,$421.795,-,-,-,Sí,"10.662,00 : 6,00 hrs",No tiene,No tiene,19-08-2013,31-12-2013,No informa,Sin observaciones,31
2013,Septiembre,Administrativo,INSPECTOR MUNICIPAL,14,in_rol,Región Metropolitana de Santiago,-2,$497.721,-,-,-,Sí,"59.724,00 : 28,00 hrs","81.907,00 : 32,00 hrs",No tiene,29-07-2013,31-10-2013,No informa,Sin observaciones,32
2013,Septiembre,Técnico,JEFE DPTO. ADMINISTRACION DAF,10,CONTADOR,Región Metropolitana de Santiago,-2,$839.870,-,-,-,Sí,"144.048,00 : 34,00 hrs","142.353,00 : 28,00 hrs",No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,45
2013,Septiembre,Administrativo,CAJERA TESORERIA MUNICIPAL,17,4TO MEDIO COMERCIAL,Región Metropolitana de Santiago,-2,$378.522,-,-,-,Sí,"7.791,00 : 5,00 hrs",No tiene,No tiene,01-01-2013,31-12-2013,No informa,Sin observaciones,49
