año,Mes,Estamento,cargo_funcion,grado_jornada,calif_form,region,as_espec,r_bruta_mens,r_liquida_mens,r_adic,r_bonos_inc,der_hr_ext,mont_hr_ext_diur,mont_hr_ext_noct,mont_hr_ext_fest,fecha_in,fecha_ter,viaticos,observaciones,id,monto_hr_ext_diur,hr_ext_diur,monto_hr_ext_noct,hr_ext_noct,monto_hr_ext_fest,hr_ext_fest
2016,Julio,Profesional,PROFESIONAL DAF,8,INGENIERO COMERCIAL,Región Metropolitana de Santiago,-2,2686490,,-,-,Sí,"66.885,00 : 9,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,152,66.885,9.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,JEFE DPTO. DE DEPORTES DIDECO,10,PROFESORA DE EDUCACION FISICA,Región Metropolitana de Santiago,-2,1865017,,-,-,Sí,"127.186,00 : 25,00 hrs","250.302,00 : 41,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,153,127.186,25.0,250.302,41.0,0.0,0.0
2016,Julio,Profesional,ASISTENTE SOCIAL DIDECO,5,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-1,1735092,,-,-,Sí,"260.121,00 : 30,00 hrs","260.121,00 : 25,00 hrs",No tiene,11-07-2016,30-09-2016,No informa,Sin observaciones,156,260.121,30.0,260.121,25.0,0.0,0.0
2016,Julio,Profesional,DAF PROFESIONAL DPTO PERSONAL,10,ADMINISTRADOR PUBLICO,Región Metropolitana de Santiago,-1,1843214,,-,-,Sí,"30.525,00 : 6,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,164,30.525,6.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,PROFESIONAL JURIDICO,10,PERIODISTA,Región Metropolitana de Santiago,-2,1865017,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,171,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Técnico,TECNICO DIDECO,11,CONTADOR PUBLICO AUDITOR,Región Metropolitana de Santiago,-1,1477507,,-,-,Sí,"106.286,00 : 25,00 hrs","66.323,00 : 13,00 hrs",No tiene,01-02-2016,31-08-2016,No informa,,176,106.286,25.0,66.323,13.0,0.0,0.0
2016,Julio,Profesional,DAF PERSONAL PROFESIONAL PSICOLOGO,8,SIN TITULO,Región Metropolitana de Santiago,-1,2635626,,-,-,Sí,"148.633,00 : 20,00 hrs","115.934,00 : 13,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,179,148.633,20.0,115.934,13.0,0.0,0.0
2016,Julio,Administrativo,CAJERO TESORERIA DAF,17,4TO. MEDIO,Región Metropolitana de Santiago,-2,823586,,-,-,Sí,"36.296,00 : 19,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,189,36.296,19.0,0.0,0.0,0.0,0.0
2016,Julio,Administrativo,ADMINISTRATIVO DAF PPTO,11,4TO. MEDIO,Región Metropolitana de Santiago,-2,1490452,,-,-,Sí,"170.058,00 : 40,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,195,170.058,40.0,0.0,0.0,0.0,0.0
2016,Julio,Técnico,TECNICO ADQUISICIONES DAF,9,ESTUDIOS UNIVERSITARIOS INCOMPLETOS,Región Metropolitana de Santiago,-2,1862393,,-,-,Sí,"6.149,00 : 1,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,205,6.149,1.0,0.0,0.0,0.0,0.0
2016,Julio,Administrativo,ADMINISTRATIVO DAF,17,SIN TITULO,Región Metropolitana de Santiago,-1,819346,,-,-,Sí,"11.462,00 : 6,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,222,11.462,6.0,0.0,0.0,0.0,0.0
2016,Julio,Administrativo,ADMINISTRATIVO DAF,17,SIN TITULO,Región Metropolitana de Santiago,-1,819346,,-,-,Sí,"15.282,00 : 8,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,223,15.282,8.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,DIDECO ASISTENTE SOCIAL,9,ASISTENTE SOCIAL CON MENCION EN DESARROLLO LOCAL,Región Metropolitana de Santiago,-1,2202562,,-,-,Sí,"67.643,00 : 11,00 hrs","22.138,00 : 3,00 hrs",No tiene,01-04-2016,30-07-2016,No informa,,225,67.643,11.0,22.138,3.0,0.0,0.0
2016,Julio,Profesional,PROFESIONAL DITEC,9,ING. EN COMPUTACION E INFORMATICA,Región Metropolitana de Santiago,-2,2218259,,-,-,Sí,"245.976,00 : 40,00 hrs","250.895,00 : 34,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,243,245.976,40.0,250.895,34.0,0.0,0.0
2016,Julio,Profesional,PROFESIONAL DIDECO OO.CC.,8,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-2,2644103,,-,-,Sí,"252.676,00 : 34,00 hrs","71.344,00 : 8,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,257,252.676,34.0,71.344,8.0,0.0,0.0
2016,Julio,Profesional,JEFE DPTO. DE MEDIO AMBIENTE DIDECO,7,MEDICO VETERINARIO,Región Metropolitana de Santiago,-2,3203364,,-,-,Sí,"90.592,00 : 10,00 hrs","119.582,00 : 11,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,260,90.592,10.0,119.582,11.0,0.0,0.0
2016,Julio,Profesional,DAF PROFESIONAL DPTO DE PERSONAL,9,INGENIERO EN PREVENCION DE RIESGOS,Región Metropolitana de Santiago,-1,901479,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,30-07-2016,No informa,,278,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,DIREC JURIDICA ABOGADO,8,ABOGADO,Región Metropolitana de Santiago,-1,2563599,,-,-,Sí,"222.949,00 : 30,00 hrs","124.852,00 : 14,00 hrs",No tiene,07-04-2016,30-07-2016,No informa,,274,222.949,30.0,124.852,14.0,0.0,0.0
2016,Julio,Profesional,PROFESIONAL CONTROL,10,INGENIERO CIVIL INDUSTRIAL,Región Metropolitana de Santiago,-1,1341014,,-,-,No,No tiene,No tiene,No tiene,01-06-2016,31-08-2016,No informa,,277,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Administrativo,ADMINISTRACION MUNICIPAL ADMINISTRATIVO,16,TECNICO EN ADMINISTRACION,Región Metropolitana de Santiago,-1,780896,,-,-,Sí,"32.597,00 : 15,00 hrs",No tiene,No tiene,01-02-2016,31-12-2016,No informa,,280,32.597,15.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,DIRECCION DE FINANZAS DPTO DE RENTAS,10,INGENIERO COMERCIAL,Región Metropolitana de Santiago,-1,1843214,,-,-,No,No tiene,No tiene,No tiene,14-01-2016,31-08-2016,No informa,,281,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Administrativo,ADMINISTRATIVO DAF,16,ADMINISTRATIVO,Región Metropolitana de Santiago,-2,892689,,-,-,Sí,"26.077,00 : 12,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,302,26.077,12.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,PROFESIONAL DAO,9,INGENIERO EJECUCCION DE MINAS,Región Metropolitana de Santiago,-2,2265351,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,309,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Administrativo,DAF CAJERO,17,PROFESOR DE HISTORIA Y GEOGRAFIA,Región Metropolitana de Santiago,-1,457948,,-,-,No,No tiene,No tiene,No tiene,01-07-2016,31-08-2016,No informa,,315,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Técnico,TECNICO DIRECCION DE TRANSITO,10,TECNICO ASISTENTE JUDICIAL,Región Metropolitana de Santiago,-2,1620909,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,321,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,PROFESIONAL CONTROL,8,CONTADOR AUDITOR,Región Metropolitana de Santiago,-1,1915358,,-,-,Sí,"178.359,00 : 24,00 hrs",No tiene,No tiene,01-06-2016,31-08-2016,No informa,Sin observaciones,332,178.359,24.0,0.0,0.0,0.0,0.0
2016,Julio,Técnico,TECNICO DITEC,10,ANALISTA DE SISTEMAS,Región Metropolitana de Santiago,-2,1694162,,-,-,Sí,"96.661,00 : 19,00 hrs","128.203,00 : 21,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,350,96.661,19.0,128.203,21.0,0.0,0.0
2016,Julio,Administrativo,SECRETARIA ALCALDE,11,4TO. MEDIO,Región Metropolitana de Santiago,-2,1476992,,-,-,Sí,"170.058,00 : 40,00 hrs","316.308,00 : 62,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,355,170.058,40.0,316.308,62.0,0.0,0.0
2016,Julio,Administrativo,DAF PRESUPUESTO ADMNISITRATIVO,11,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-2,1510641,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,374,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,JEFE DPTO. LABORAL DIDECO,7,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-2,3276614,,-,-,Sí,"289.895,00 : 32,00 hrs","184.808,00 : 17,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,378,289.895,32.0,184.808,17.0,0.0,0.0
2016,Julio,Administrativo,DAF  ADMINISTRATIVO TESORERIA,17,LICENCIA MEDIA,Región Metropolitana de Santiago,-2,823586,,-,-,Sí,"40.116,00 : 21,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,391,40.116,21.0,0.0,0.0,0.0,0.0
2016,Julio,Profesional,DAF ING. PREVEN. DE RIESGOS Y CALID. DEL AMB.,9,INGENIERO EN PREVENCION DE RIESGOS,Región Metropolitana de Santiago,-1,867388,,-,-,No,No tiene,No tiene,No tiene,11-07-2016,31-12-2016,No informa,Sin observaciones,394,0.0,0.0,0.0,0.0,0.0,0.0
2016,Julio,Técnico,TECNICO DIRECCION DE CONTROL,12,CONTADOR,Región Metropolitana de Santiago,-2,1400633,,-,-,Sí,"81.739,00 : 23,00 hrs","25.588,00 : 6,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,401,81.739,23.0,25.588,6.0,0.0,0.0
2016,Agosto,Auxiliar,DAO AUXILIAR,15,EGRESADO ENSEÑANZA MEDIA,Región Metropolitana de Santiago,-1,531104,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,5,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,DIDECO ADMINISTRATIVO DEPTO. ESTRATIF. SOCIAL,16,AGENTE COMERCIAL,Región Metropolitana de Santiago,-2,522133,,-,-,Sí,"86.924,00 : 40,00 hrs","138.209,00 : 53,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,9,86.924,40.0,138.209,53.0,0.0,0.0
2016,Agosto,Técnico,DIDECO MEDICO VETERINARIO DEPTO. MEDIO AMBIENTE,9,MEDICO VETERINARIO,Región Metropolitana de Santiago,-2,1224579,,-,-,Sí,"24.598,00 : 4,00 hrs","118.068,00 : 16,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,14,24.598,4.0,118.068,16.0,0.0,0.0
2016,Agosto,Profesional,JURIDICA ABOGADA,8,ABOGADA,Región Metropolitana de Santiago,-1,1555224,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,19,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,CAJERO TESORERIA DAF,17,CONTADOR TECNICO NIVEL SUPERIOR,Región Metropolitana de Santiago,-2,462188,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,29,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,CAJERA TESORERIA MUNICIPAL,17,4TO MEDIO COMERCIAL,Región Metropolitana de Santiago,-2,466427,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,49,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Técnico,TECNICO DOM,9,MAS DE 4 SEMESTRES UNIVERSITARIOS,Región Metropolitana de Santiago,-2,1240276,,-,-,Sí,"92.241,00 : 15,00 hrs","59.034,00 : 8,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,56,92.241,15.0,59.034,8.0,0.0,0.0
2016,Agosto,Administrativo,ADMINISTRATIVO LICENCIAS DE CONDUCIR TRANSITO,13,4TO. MEDIO,Región Metropolitana de Santiago,-2,692033,,-,-,Sí,"9.051,00 : 3,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,65,9.051,3.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,ABOGADA JURIDICO,10,ABOGADO,Región Metropolitana de Santiago,-1,1089914,,-,-,Sí,"117.011,00 : 23,00 hrs",No tiene,No tiene,01-05-2016,31-08-2016,No informa,,87,117.011,23.0,0.0,0.0,0.0,0.0
2016,Agosto,Técnico,TECNICO ADMINISTRADOR MUNICIPAL,12,COMUNICACION Y RELACIONES PUBLICAS,Región Metropolitana de Santiago,-1,785686,,-,-,Sí,"92.400,00 : 26,00 hrs","4.265,00 : 1,00 hrs",No tiene,01-05-2016,31-08-2016,No informa,,98,92.4,26.0,4.265,1.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL DIRECCION DE OBRAS,6,INGENIERO DE EJECUCCION ELECTRICO,Región Metropolitana de Santiago,-2,2429354,,-,-,Sí,"226.629,00 : 20,00 hrs","203.966,00 : 15,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,103,226.629,20.0,203.966,15.0,0.0,0.0
2016,Agosto,Administrativo,DAF ADMINISTRATIVO DPTO FINANZAS,16,CONTADOR,Región Metropolitana de Santiago,-1,512976,,-,-,Sí,"39.116,00 : 18,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,107,39.116,18.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,SECRETARIA ADQUISICIONES DAF,11,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-2,894698,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,115,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL JUZGADO POLICIA LOCAL,6,ABOGADO,Región Metropolitana de Santiago,-2,2264458,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,120,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Técnico,TECNICO DPTO. PROGRAMAS SOCIALES DIDECO,10,TECNICO DE NIVEL SUPERIOR DE FUTBOL,Región Metropolitana de Santiago,-2,1013907,,-,-,Sí,"203.497,00 : 40,00 hrs","512.813,00 : 84,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,123,203.497,40.0,512.813,84.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL COMUNICACIONES ALCALDIA,7,PERIODISTA,Región Metropolitana de Santiago,-2,1886699,,-,-,Sí,"362.368,00 : 40,00 hrs","978.395,00 : 90,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,135,362.368,40.0,978.395,90.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL CONTROL,8,CONTADOR AUDITO,Región Metropolitana de Santiago,-1,1555224,,-,-,Sí,"222.949,00 : 30,00 hrs",No tiene,No tiene,09-06-2016,31-08-2016,No informa,,137,222.949,30.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL DAF,8,ADMINISTRADOR PUBLICO,Región Metropolitana de Santiago,-1,1555224,,-,-,Sí,"74.316,00 : 10,00 hrs",No tiene,No tiene,01-02-2016,31-08-2016,No informa,,149,74.316,10.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL DAF,8,INGENIERO COMERCIAL,Región Metropolitana de Santiago,-2,1606088,,-,-,Sí,"96.611,00 : 13,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,152,96.611,13.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,JEFE DPTO. DE DEPORTES DIDECO,10,PROFESORA DE EDUCACION FISICA,Región Metropolitana de Santiago,-2,1111717,,-,-,Sí,"137.361,00 : 27,00 hrs","146.518,00 : 24,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,153,137.361,27.0,146.518,24.0,0.0,0.0
2016,Agosto,Profesional,ASISTENTE SOCIAL DIDECO,5,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-1,2595074,,-,-,Sí,"481.224,00 : 37,00 hrs","452.611,00 : 29,00 hrs",No tiene,11-07-2016,30-09-2016,No informa,,156,481.224,37.0,452.611,29.0,0.0,0.0
2016,Agosto,Profesional,DAF PROFESIONAL DPTO PERSONAL,10,ADMINISTRADOR PUBLICO,Región Metropolitana de Santiago,-1,1089914,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,164,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL JURIDICO,10,PERIODISTA,Región Metropolitana de Santiago,-2,1111717,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,171,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Técnico,TECNICO DIDECO,11,CONTADOR PUBLICO AUDITOR,Región Metropolitana de Santiago,-1,840859,,-,-,Sí,"114.789,00 : 27,00 hrs","122.442,00 : 24,00 hrs",No tiene,01-02-2016,31-08-2016,No informa,Sin observaciones,176,114.789,27.0,122.442,24.0,0.0,0.0
2016,Agosto,Profesional,DAF PERSONAL PROFESIONAL PSICOLOGO,8,SIN TITULO,Región Metropolitana de Santiago,-1,1555224,,-,-,Sí,"89.180,00 : 12,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,179,89.18,12.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,CAJERO TESORERIA DAF,17,4TO. MEDIO,Región Metropolitana de Santiago,-2,462188,,-,-,Sí,"63.040,00 : 33,00 hrs","9.169,00 : 4,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,189,63.04,33.0,9.169,4.0,0.0,0.0
2016,Agosto,Administrativo,ADMINISTRATIVO DAF PPTO,11,4TO. MEDIO,Región Metropolitana de Santiago,-2,887968,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,195,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Técnico,TECNICO ADQUISICIONES DAF,9,ESTUDIOS UNIVERSITARIOS INCOMPLETOS,Región Metropolitana de Santiago,-2,1248124,,-,-,Sí,"55.345,00 : 9,00 hrs","36.896,00 : 5,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,205,55.345,9.0,36.896,5.0,0.0,0.0
2016,Agosto,Administrativo,ADMINISTRATIVO DAF,17,SIN TITULO,Región Metropolitana de Santiago,-1,457948,,-,-,Sí,"15.282,00 : 8,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,222,15.282,8.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,ADMINISTRATIVO DAF,17,SIN TITULO,Región Metropolitana de Santiago,-1,457948,,-,-,Sí,"30.565,00 : 16,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,223,30.565,16.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,DIDECO ASISTENTE SOCIAL,9,ASISTENTE SOCIAL CON MENCION EN DESARROLLO LOCAL,Región Metropolitana de Santiago,-1,1301083,,-,-,Sí,"67.643,00 : 11,00 hrs","125.448,00 : 17,00 hrs",No tiene,01-04-2016,31-12-2016,No informa,,225,67.643,11.0,125.448,17.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL DITEC,9,ING. EN COMPUTACION E INFORMATICA,Región Metropolitana de Santiago,-2,1316780,,-,-,Sí,"245.976,00 : 40,00 hrs","273.033,00 : 37,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,243,245.976,40.0,273.033,37.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL DIDECO OO.CC.,8,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-2,1563701,,-,-,Sí,"297.266,00 : 40,00 hrs","312.129,00 : 35,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,257,297.266,40.0,312.129,35.0,0.0,0.0
2016,Agosto,Profesional,JEFE DPTO. DE MEDIO AMBIENTE DIDECO,7,MEDICO VETERINARIO,Región Metropolitana de Santiago,-2,1895856,,-,-,Sí,"99.651,00 : 11,00 hrs","250.034,00 : 23,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,260,99.651,11.0,250.034,23.0,0.0,0.0
2016,Agosto,Profesional,DIREC JURIDICA ABOGADO,8,ABOGADO,Región Metropolitana de Santiago,-1,1555224,,-,-,Sí,"222.949,00 : 30,00 hrs","178.359,00 : 20,00 hrs",No tiene,07-04-2016,31-12-2016,No informa,,274,222.949,30.0,178.359,20.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL CONTROL,10,INGENIERO CIVIL INDUSTRIAL,Región Metropolitana de Santiago,-1,1089914,,-,-,No,No tiene,No tiene,No tiene,01-06-2016,31-08-2016,No informa,,277,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,ADMINISTRACION MUNICIPAL ADMINISTRATIVO,16,TECNICO EN ADMINISTRACION,Región Metropolitana de Santiago,-1,512976,,-,-,Sí,"10.866,00 : 5,00 hrs",No tiene,No tiene,01-02-2016,31-12-2016,No informa,,280,10.866,5.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,DIRECCION DE FINANZAS DPTO DE RENTAS,10,INGENIERO COMERCIAL,Región Metropolitana de Santiago,-1,1089914,,-,-,No,No tiene,No tiene,No tiene,14-01-2016,31-08-2016,No informa,,281,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,ADMINISTRATIVO DAF,16,ADMINISTRATIVO,Región Metropolitana de Santiago,-2,531291,,-,-,Sí,"43.462,00 : 20,00 hrs","13.039,00 : 5,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,302,43.462,20.0,13.039,5.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL DAO,9,INGENIERO EJECUCCION DE MINAS,Región Metropolitana de Santiago,-2,1363872,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,31-08-2016,No informa,,309,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Administrativo,DAF CAJERO,17,PROFESOR DE HISTORIA Y GEOGRAFIA,Región Metropolitana de Santiago,-1,457948,,-,-,Sí,"30.565,00 : 16,00 hrs","11.462,00 : 5,00 hrs",No tiene,01-07-2016,31-08-2016,No informa,,315,30.565,16.0,11.462,5.0,0.0,0.0
2016,Agosto,Técnico,TECNICO DIRECCION DE TRANSITO,10,TECNICO ASISTENTE JUDICIAL,Región Metropolitana de Santiago,-2,1006640,,-,-,Sí,"5.087,00 : 1,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,,321,5.087,1.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,PROFESIONAL CONTROL,8,CONTADOR AUDITOR,Región Metropolitana de Santiago,-1,1555224,,-,-,Sí,"222.949,00 : 30,00 hrs",No tiene,No tiene,01-06-2016,31-08-2016,No informa,,332,222.949,30.0,0.0,0.0,0.0,0.0
2016,Agosto,Técnico,TECNICO DITEC,10,ANALISTA DE SISTEMAS,Región Metropolitana de Santiago,-2,1057514,,-,-,Sí,"106.836,00 : 21,00 hrs","189.253,00 : 31,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,350,106.836,21.0,189.253,31.0,0.0,0.0
2016,Agosto,Administrativo,SECRETARIA ALCALDE,11,4TO. MEDIO,Región Metropolitana de Santiago,-2,881238,,-,-,Sí,"170.058,00 : 40,00 hrs","244.883,00 : 48,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,,355,170.058,40.0,244.883,48.0,0.0,0.0
2016,Agosto,Administrativo,DAF PRESUPUESTO ADMNISITRATIVO,11,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,-2,908157,,-,-,Sí,"25.509,00 : 6,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,374,25.509,6.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,JEFE DPTO. LABORAL DIDECO,7,ASISTENTE SOCIAL,Región Metropolitana de Santiago,-2,1969106,,-,-,Sí,"362.368,00 : 40,00 hrs","228.292,00 : 21,00 hrs",No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,378,362.368,40.0,228.292,21.0,0.0,0.0
2016,Agosto,Administrativo,DAF  ADMINISTRATIVO TESORERIA,17,LICENCIA MEDIA,Región Metropolitana de Santiago,-2,462188,,-,-,Sí,"47.758,00 : 25,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,391,47.758,25.0,0.0,0.0,0.0,0.0
2016,Agosto,Profesional,DAF ING. PREVEN. DE RIESGOS Y CALID. DEL AMB.,9,INGENIERO EN PREVENCION DE RIESGOS,Región Metropolitana de Santiago,-1,1301083,,-,-,No,No tiene,No tiene,No tiene,11-07-2016,31-12-2016,No informa,Sin observaciones,394,0.0,0.0,0.0,0.0,0.0,0.0
2016,Agosto,Técnico,TECNICO DIRECCION DE CONTROL,12,CONTADOR,Región Metropolitana de Santiago,-2,798149,,-,-,Sí,"103.062,00 : 29,00 hrs",No tiene,No tiene,01-01-2016,31-08-2016,No informa,Sin observaciones,401,103.062,29.0,0.0,0.0,0.0,0.0
2016,Septiembre,Auxiliar,DAO AUXILIAR,15,EGRESADO ENSEÑANZA MEDIA,Región Metropolitana de Santiago,-1,531104,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,30-10-2016,No informa,,5,0.0,0.0,0.0,0.0,0.0,0.0
2016,Septiembre,Administrativo,DIDECO ADMINISTRATIVO DEPTO. ESTRATIF. SOCIAL,16,AGENTE COMERCIAL,Región Metropolitana de Santiago,-2,522133,,-,-,Sí,"86.924,00 : 40,00 hrs","99.094,00 : 38,00 hrs",No tiene,01-01-2016,30-10-2016,No informa,,9,86.924,40.0,99.094,38.0,0.0,0.0
2016,Septiembre,Técnico,DIDECO MEDICO VETERINARIO DEPTO. MEDIO AMBIENTE,9,MEDICO VETERINARIO,Región Metropolitana de Santiago,-2,1224579,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,30-10-2016,No informa,,14,0.0,0.0,0.0,0.0,0.0,0.0
2016,Septiembre,Profesional,JURIDICA ABOGADA,8,ABOGADA,Región Metropolitana de Santiago,-1,1555224,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,30-10-2016,No informa,,19,0.0,0.0,0.0,0.0,0.0,0.0
2016,Septiembre,Administrativo,CAJERO TESORERIA DAF,17,CONTADOR TECNICO NIVEL SUPERIOR,Región Metropolitana de Santiago,-2,462188,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,30-10-2016,No informa,,29,0.0,0.0,0.0,0.0,0.0,0.0
2016,Septiembre,Administrativo,CAJERA TESORERIA MUNICIPAL,17,4TO MEDIO COMERCIAL,Región Metropolitana de Santiago,-2,466427,,-,-,No,No tiene,No tiene,No tiene,01-01-2016,30-10-2016,No informa,,49,0.0,0.0,0.0,0.0,0.0,0.0
2016,Septiembre,Técnico,TECNICO DOM,9,MAS DE 4 SEMESTRES UNIVERSITARIOS,Región Metropolitana de Santiago,-2,1240276,,-,-,Sí,"92.241,00 : 15,00 hrs","59.034,00 : 8,00 hrs",No tiene,01-01-2016,30-10-2016,No informa,,56,92.241,15.0,59.034,8.0,0.0,0.0
